"An error occurred while saving this template.","An error occurred while saving this template."
"An error occurred while updating the selected review(s).","An error occurred while updating the selected review(s)."
"Any","هر"
"Any Attribute Set","هر مجموعه ویژگی"
"Any Group","هر گروه"
"Any Status","هر وضعیت"
"Any Store","هر فروشگاه"
"Any Type","هر نوع"
"Any Visibility","هر وضعیت دید"
"Any data created since the backup was made will be lost including admin users, customers and orders.","Any data created since the backup was made will be lost including admin users, customers and orders."
"Archive file name:","نام پرونده بایگانی:"
"Are you sure that you want to delete this template?","آیا مطمئن هستید که می‌خواهید این قالب را حذف کنید؟"
"Are you sure that you want to strip tags?","آیا مطمئن هستید که می‌خواهید برچسب‌ها را جدا کنید؟"
"Are you sure you want to do this?","آیا برای انجام این کار مطمئن هستید؟"
"Are you sure you want to proceed?","Are you sure you want to proceed?"
"Area","محدوده"
"As low as:","As low as:"
"Assigned","واگذار شده"
"Associated Tags","Associated Tags"
"Attribute Set Name:","نام مجموعه ویژگی:"
"Attributes","ویژگی‌ها"
"Authorization confirmed","Authorization confirmed"
"Authorize","Authorize"
"Authorize application","Authorize application"
"Authorized OAuth Tokens","Authorized OAuth Tokens"
"Automatic (equalize price ranges)","Automatic (equalize price ranges)"
"Automatic (equalize product counts)","Automatic (equalize product counts)"
"Average Order Amount","میانگین مقدار سفارش"
"Average Orders","میانگین سفارش‌ها"
"BINARY","BINARY"
"Back","بازگشت"
"Back to Login","بازگشت به صفحه ورود"
"Backup","پشتیبان"
"Backup Name","Backup Name"
"Backup options","Backup options"
"Backups","پشتیبان‌ها"
"Base currency","واحد پایه"
"Bcc","رونوشت مخفی"
"Bestsellers","پرفروش‌ترین‌ها"
"Billing Address","نشانی صدور صورتحساب"
"Billing Address: ","Billing Address: "
"Billing Agreement","توافقنامه صدور صورت حساب"
"Billing Agreements","توافقنامه های صدور صورت حساب"
"Block Information","مشخصات قطعه"
"Both (without and with tax)","هر دو (با و بدون مالیات)"
"Both IPN and PDT","Both IPN and PDT"
"Browse Files...","انتخاب پرونده‌ها..."
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","مجموعه کالا با قیمت‌گذاری متغیر نمی‌تواند شامل گزینه‌های دلخواه تعریف‌شده باشد. گزینه‌ها ذخیره نخواهد شد."
"CMS","مدیریت محتوا"
"CRITICAL","بحرانی"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab separated"
"Cache Control","کنترل مخزن"
"Cache Control (beta)","کنترل مخزن (بتا)"
"Cache Management","مدیریت مخزن (Cache)"
"Cache Type","Cache Type"
"Cancel","Cancel"
"Cannot add new comment.","نظر جدیدی نمی‌توان اضافه کرد."
"Cannot add tracking number.","شماره رهگیری نمی‌تواند افزوده شود."
"Cannot create an invoice without products.","Cannot create an invoice without products."
"Cannot create credit memo for the order.","Cannot create credit memo for the order."
"Cannot delete the design change.","Cannot delete the design change."
"Cannot delete tracking number.","نمی‌توان شماره رهگیری را حذف کرد."
"Cannot do shipment for the order separately from invoice.","Cannot do shipment for the order separately from invoice."
"Cannot do shipment for the order.","امکان ارسال برای سفارش نیست."
"Cannot initialize shipment for adding tracking number.","Cannot initialize shipment for adding tracking number."
"Cannot initialize shipment for delete tracking number.","Cannot initialize shipment for delete tracking number."
"Cannot load track with retrieving identifier.","Cannot load track with retrieving identifier."
"Cannot retrieve tracking number detail.","Cannot retrieve tracking number detail."
"Cannot save shipment.","امکان ذخیره ارسال وجود ندارد."
"Cannot save the credit memo.","نمی‌توان سند اعتباری را ذخیره کرد."
"Cannot send shipment information.","امکان ارسال اطلاعات حمل و نقل وجود ندارد."
"Cannot update item quantity.","نمی‌توان مقدار کالا را بهنگام کرد."
"Cannot update the item\'s quantity.","Cannot update the item\'s quantity."
"Catalog","Catalog"
"Catalog Price Rules","Catalog Price Rules"
"Catalog Rewrites","Catalog Rewrites"
"Categories","Categories"
"Category:","دسته بندی:"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>."
"Checkbox","Checkbox"
"Child Transactions","Child Transactions"
"Choose Store View:","ظاهر فروشگاه خود را انتخاب نمایید:"
"Choose an attribute","Choose an attribute"
"Chosen category does not associated with any website, so url rewrite is not possible.","Chosen category does not associated with any website, so url rewrite is not possible."
"Chosen product does not associated with any website, so url rewrite is not possible.","Chosen product does not associated with any website, so url rewrite is not possible."
"Clear","Clear"
"Close","بستن"
"Comment text field cannot be empty.","Comment text field cannot be empty."
"Complete","کامل"
"Configuration","Configuration"
"Confirm New Password","Confirm New Password"
"Confirm token authorization Pop Up for admin","Confirm token authorization Pop Up for admin"
"Confirm token authorization for admin","Confirm token authorization for admin"
"Confirmation Of Authorization","Confirmation Of Authorization"
"Confirmed email:","Confirmed email:"
"Connect with the Magento Community","Connect with the Magento Community"
"Continue","Continue"
"Convert to Plain Text","Convert to Plain Text"
"Cookie (unsafe)","Cookie (Unsafe)"
"Country","کشور"
"Country:","Country:"
"Coupons","Coupons"
"Create","Create"
"Create DB Backup","Create DB Backup"
"Create New Attribute","ایجاد ویژگی جدید"
"Create URL Rewrite:","ایحاد URL Rewrite:"
"Created At","Created At"
"Credit Card %s","Credit Card %s"
"Credit Memo History","Credit Memo History"
"Credit Memo Totals","Credit Memo Totals"
"Credit Memos","Credit Memos"
"Credit memo #%s comment added","Credit memo #%s comment added"
"Credit memo #%s created","Credit memo #%s created"
"Credit memo\'s total must be positive.","Credit memo\'s total must be positive."
"Currency","ارز"
"Currency ""%s"" is used as %s in %s.","Currency ""%s"" is used as %s in %s."
"Currency Information","Currency Information"
"Currency Setup Section","Currency Setup Section"
"Current Configuration Scope:","Current Configuration Scope:"
"Current Month","ماه جاری"
"Custom","Custom"
"Custom Variable ""%s""","Custom Variable ""%s"""
"Custom Variables","Custom Variables"
"Customer","Customer"
"Customer Group:","Customer Group:"
"Customer Groups","Customer Groups"
"Customer Name","نام مشتری"
"Customer Reviews","Customer Reviews"
"Customer Shopping Carts","Customer Shopping Carts"
"Customer Since:","Customer Since:"
"Customer Tax Classes","Customer Tax Classes"
"Customer with the same email already exists.","Customer with the same email already exists."
"Customers","Customers"
"Customers by Number of Orders","Customers by Number of Orders"
"Customers by Orders Total","Customers by Orders Total"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Dashboard","دشبورد"
"Data Format","فرمت دیتا"
"Data transfer:","Data transfer:"
"Database","پایگاه داده"
"Dataflow - Advanced Profiles","Dataflow - Advanced Profiles"
"Dataflow - Profiles","Dataflow - Profiles"
"Date","تاریخ"
"Date & Time","تاریخ و زمان"
"Date Added","Date Added"
"Date Updated","Date Updated"
"Date selection:","Date selection:"
"Date selector","Date selector"
"Day","Day"
"Decimal separator:","Decimal separator:"
"Default (Admin) Values","Default (Admin) Values"
"Default Billing Address","Default Billing Address"
"Default Config","Default Config"
"Default Template from Locale","Default Template from Locale"
"Default Values","Default Values"
"Default display currency ""%s"" is not available in allowed currencies.","Default display currency ""%s"" is not available in allowed currencies."
"Default scope","Default scope"
"Delete","Delete"
"Delete %s","Delete %s"
"Delete %s '%s'","Delete %s '%s'"
"Delete File","Delete File"
"Delete Image","Delete Image"
"Delete Profile","Delete Profile"
"Delete Role","Delete Role"
"Delete Store","Delete Store"
"Delete Store View","حذف ظاهر فروشگاه"
"Delete Template","Delete Template"
"Delete User","Delete User"
"Delete Website","Delete Website"
"Description","توضیحات"
"Design","Design"
"Design Section","Design Section"
"Details","Details"
"Developer Section","Developer Section"
"Direction:","جهت:"
"Disable","غیر فعال"
"Disabled","غیر فعال شده"
"Display %s first","Display %s first"
"Display default currency","Display default currency"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Do you really want to KILL parallel process and start new indexing process?","Do you really want to KILL parallel process and start new indexing process?"
"Do you really want to proceed?","Do you really want to proceed?"
"Download","دنلود"
"Downloads","دنلود ها"
"Drag to move","برای حرکت دادن بکشید"
"Drop-down","کشویی"
"Edit","ویرایش"
"Edit Design Change","Edit Design Change"
"Edit Email Template","Edit Email Template"
"Edit Order","ویرایش سفارش"
"Edit Poll","ویرایش نظرسنجی"
"Edit Queue","ویرایش صف"
"Edit Review","ویرایش بازدید"
"Edit Role","ویرایش نقش"
"Edit Store View","ویرایش ظاهر فروشگاه"
"Edit System Template","Edit System Template"
"Edit Template","ویرایش قالب"
"Edit URL Rewrite","Edit URL Rewrite"
"Edit User","ویرایش کاربر"
"Edit User '%s'","ویرایش کاربر '%s'"
"Edit Website","ویرایش وب سایت"
"Email","پست الکترونیکی"
"Email Address:","آدرس پست الکترونیکی:"
"Email Preview","پیش نمایش پست الکترونیکی"
"Email to a Friend","ارسال از طریق ایمیل به دوستان"
"Email:","پست الکترونیکی:"
"Enable","فعال کردن"
"Enabled","فعال شده"
"Enclose Values In:","Enclose Values In:"
"Entity Attributes","Entity Attributes"
"Entity Type","نوع موجودیت"
"Entity type:","نوع موجودیت:"
"Error","خطا"
"Excel XML","Excel XML"
"Excl. Tax","Excl. Tax"
"Exclude media folder from backup","Exclude media folder from backup"
"Export","Export"
"Export CSV","Export CSV"
"Export Filters","Export Filters"
"Export to:","Export to:"
"Export:","Export:"
"FTP Host","FTP Host"
"FTP Host[:Port]","FTP Host[:Port]"
"FTP Login","FTP Login"
"FTP Password","FTP Password"
"FTP credentials","FTP credentials"
"Failed to add a product to cart by id ""%s"".","Failed to add a product to cart by id ""%s""."
"Failed to cancel the billing agreement.","Failed to cancel the billing agreement."
"Failed to clear the JavaScript/CSS cache.","Failed to clear the JavaScript/CSS cache."
"Failed to delete the billing agreement.","Failed to delete the billing agreement."
"Failed to update the profile.","Failed to update the profile."
"Field","Field"
"Field Mapping","Field Mapping"
"File","File"
"File Information","File Information"
"File System","File System"
"File mode","File mode"
"File name:","File name:"
"File size should be more than 0 bytes","File size should be more than 0 bytes"
"Finished profile execution.","Finished profile execution."
"First Invoice Created Date","First Invoice Created Date"
"First Name","نام"
"First Name is required field.","First Name is required field."
"First Name:","First Name:"
"Fixed","Fixed"
"Flush Catalog Images Cache","Flush Catalog Images Cache"
"Flush JavaScript/CSS Cache","Flush JavaScript/CSS Cache"
"For category","For category"
"For latest version visit: %s","For latest version visit: %s"
"For product","For product"
"Forgot Admin Password","Forgot Admin Password"
"Forgot your password?","کلمه عبور خود را فراموش کرده اید؟"
"Forgot your user name or password?","Forgot your user name or password?"
"From","From"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","اطلاعات کلی"
"General Section","بخش عمومی"
"Get Image Base64","Get Image Base64"
"Get help for this page","Get help for this page"
"Give the verifier code to application administrator","Give the verifier code to application administrator"
"Global Attribute","Global Attribute"
"Global Record Search","Global Record Search"
"Global Search","Global Search"
"Go Today","Go Today"
"Go to messages inbox","رفتن به صندوق پیام ها"
"Go to notifications","Go to notifications"
"Google Base","Google Base"
"Google Sitemaps","نقشه سایت گوگل"
"Grand Total","جمع کل"
"Grid (default) / List","Grid (default) / List"
"Grid Only","Grid Only"
"Group:","Group:"
"Guest","Guest"
"HTTP (unsecure)","HTTP (unsecure)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Help Us Keep Magento Healthy - <a href=""http://www.magentocommerce.com/bug-tracking"" target=""varien_external""><strong>Report All Bugs</strong</a>>"
"Helper attributes should not be used in custom layout updates.","Helper attributes should not be used in custom layout updates."
"Helper for options rendering doesn't implement required interface.","Helper for options rendering doesn't implement required interface."
"Home","خانه"
"ID","شناسه"
"ID Path","مسیر شناسه"
"IP Address","آدرس IP"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) Only"
"If there is an account associated with %s you will receive an email with a link to reset your password.","If there is an account associated with %s you will receive an email with a link to reset your password."
"If this message persists, please contact the store owner.","If this message persists, please contact the store owner."
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)"
"Images Cache","Images Cache"
"Import","وارد کردن"
"Import Service","وارد کردن سرویس"
"Import and Export","وارد و خارج کردن"
"Import and Export Tax Rates","Import and Export Tax Rates"
"Import/Export","وارد کردن/خارج کردن"
"Import/Export Advanced","Import/Export Advanced"
"Import/Export Profile","Import/Export Profile"
"Important: ","مهم: "
"Imported <strong>%s</strong> records","Imported <strong>%s</strong> records"
"In","In"
"In Database:","In Database:"
"In File:","In File:"
"Inactive","Inactive"
"Incl. Tax","Incl. Tax"
"Incoming Message","پیام های دریافتی"
"Insert Variable...","Insert Variable..."
"Interactive","Interactive"
"Interface Locale: %s","Interface Locale: %s"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid Import Service Specified","Invalid Import Service Specified"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file)."
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Invalid User Name or Password.","Invalid User Name or Password."
"Invalid directory: %s","Invalid directory: %s"
"Invalid email address ""%s"".","Invalid email address ""%s""."
"Invalid email address.","Invalid email address."
"Invalid file: %s","Invalid file: %s"
"Invalid input data for %s => %s rate","Invalid input data for %s => %s rate"
"Invalid parent block for this block","Invalid parent block for this block"
"Invalid parent block for this block.","Invalid parent block for this block."
"Invalid password reset token.","Invalid password reset token."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Invalid sender name ""%s"". Please use only visible characters and spaces."
"Invalid timezone","Invalid timezone"
"Invalidated","Invalidated"
"Inventory Stock Status","Inventory Stock Status"
"Invoice #%s comment added","Invoice #%s comment added"
"Invoice #%s created","Invoice #%s created"
"Invoice History","Invoice History"
"Invoice Totals","Invoice Totals"
"Invoice canceling error.","Invoice canceling error."
"Invoice capturing error.","Invoice capturing error."
"Invoice voiding error.","Invoice voiding error."
"Invoices","Invoices"
"Is Closed","Is Closed"
"Issue Number","Issue Number"
"Items","اقلام"
"JavaScript seems to be disabled in your browser.","JavaScript seems to be disabled in your browser."
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS Cache"
"Kb","Kb"
"Last 24 Hours","24 ساعت آخر"
"Last 5 Orders","پنج سفارش آخر"
"Last 5 Search Terms","آخرین 5 عبارت جستجو شده"
"Last 7 Days","7 روز آخر"
"Last Credit Memo Created Date","Last Credit Memo Created Date"
"Last Invoice Created Date","Last Invoice Created Date"
"Last Logged In (%s):","Last Logged In (%s):"
"Last Logged In:","Last Logged In:"
"Last Name","نام خانوادگی"
"Last Name is required field.","Last Name is required field."
"Last Name:","Last Name:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>."
"Latest Message:","آخرین پیام:"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices were refreshed.","Layered Navigation Indices were refreshed."
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Lifetime Sales","Lifetime Sales"
"Lifetime statistics have been updated.","Lifetime statistics have been updated."
"Links","Links"
"Links with associated products will retain only after saving current product.","Links with associated products will retain only after saving current product."
"List (default) / Grid","List (default) / Grid"
"List Only","List Only"
"Load Template","Load Template"
"Load default template","Load default template"
"Loading...","Loading..."
"Local Server","Local Server"
"Local/Remote Server","Local/Remote Server"
"Locale","Locale"
"Log In","ورود"
"Log Out","خروج"
"Log in to Admin Panel","ورود به پنل مدیریت"
"Log in to use <strong>%s</strong>","Log in to use <strong>%s</strong>"
"Log into Magento Admin Page","Log into Magento Admin Page"
"Logged in as %s","Logged in as %s"
"Login","ورود"
"Low Stock","Low Stock"
"MAJOR","MAJOR"
"MINOR","MINOR"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrative Panel"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento Logo","Magento Logo"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc."
"Magento root directory","Magento root directory"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI)."
"Manage Attribute Sets","مدیریت مجموعه ویژگی ها"
"Manage Attributes","مدیریت ویژگی ها"
"Manage Categories","مدیریت دسته بندی ها"
"Manage Content","مدیریت محتوا"
"Manage Currency Rates","مدیریت نرخ ارز"
"Manage Customers","مدیریت مشتریان"
"Manage Ratings","مدیریت رتبه ها"
"Manage Stores","مدیریت فروشگاه ها"
"Manage Tax Rules","مدیرت قوانین مالیات"
"Manage Tax Zones and Rates","Manage Tax Zones and Rates"
"Manual","دستی"
"Matched Expression","Matched Expression"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Media (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Media storages synchronization has completed!"
"Messages Inbox","Messages Inbox"
"Month","Month"
"Most Viewed","Most Viewed"
"Most Viewed Products","محصولات پربیننده"
"Multiple Select","Multiple Select"
"My Account","حساب من"
"My Applications","My Applications"
"N/A","نامشخص"
"NOTICE","اطلاع"
"Name","نام"
"Name:","نام:"
"Never (production)","Never (production)"
"New ","جدید "
"New API Key","New API Key"
"New Accounts","حساب جدید"
"New Attribute","ویژگی جدید"
"New Block","بلاک جدید"
"New Category","دسته بندی جدید"
"New Class","New Class"
"New Condition","New Condition"
"New Custom Variable","New Custom Variable"
"New Customer","New Customer"
"New Customers","New Customers"
"New Design Change","New Design Change"
"New Email Template","New Email Template"
"New Group","New Group"
"New Invoice","New Invoice"
"New Item Type","New Item Type"
"New Memo","New Memo"
"New Memo for #%s","New Memo for #%s"
"New Page","New Page"
"New Password","رمز عبور جدید"
"New Poll","New Poll"
"New Profile","New Profile"
"New Rate","New Rate"
"New Rating","New Rating"
"New Review","New Review"
"New Role","New Role"
"New Rule","New Rule"
"New Search","New Search"
"New Set","New Set"
"New Shipment","New Shipment"
"New Sitemap","New Sitemap"
"New Store View","New Store View"
"New System Template","New System Template"
"New Tag","New Tag"
"New Template","New Template"
"New User","New User"
"New Variable","New Variable"
"New Website","New Website"
"New password field cannot be empty.","New password field cannot be empty."
"Newsletter","Newsletter"
"Newsletter Problems","Newsletter Problems"
"Newsletter Queue","Newsletter Queue"
"Newsletter Subscribers","Newsletter Subscribers"
"Newsletter Templates","Newsletter Templates"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"No","خیر"
"No (price without tax)","No (price without tax)"
"No Data Found","هیچ داده ای پیدا نشد"
"No Templates Found","No Templates Found"
"No change","No change"
"No customer id defined.","No customer id defined."
"No information available.","No information available."
"No profile loaded...","No profile loaded..."
"No records found for this period.","No records found for this period."
"No records found.","هیچ رکوردی یافت نشد."
"No report code specified.","No report code specified."
"No search keywords.","No search keywords."
"No search modules were registered","No search modules were registered"
"No wishlist item id defined.","No wishlist item id defined."
"None","None"
"Note:","نکته:"
"Notes","نکات"
"Notifications","Notifications"
"Number of Orders","تعداد سفارشات"
"Number of Uses","تعداد استفاده"
"Number of Views","تعداد نمایش"
"Number of records:","تعداد رکورد:"
"OAuth Consumers","OAuth Consumers"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OK","OK"
"Old rate:","Old rate:"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
