"Bill to Name","نام پرداخت کننده"
"Bought From","خریداری شده از"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","با بازکردن یک حساب در فروشگاه ما، شما می‌توانید فرآیند پرداخت را سریعتر انجام دهید، آدرسهای متفاوتی برای تحویل کالاها داشته باشید، در حسابتان سفارش‌های خود را ببینید و پیگیری کنید و از ویژگیهای بیشتری بهره ببرید."
"CSV","CSV"
"Cancel","انصراف"
"Cannot save a new password.","Cannot save a new password."
"Cannot save address.","نمی‌توان نشانی را ذخیره کرد"
"Cannot save the customer.","نمی‌توان مشتری را ذخیره کرد"
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","نمی‌توان حسابهای مشتریان را به صورت سراسری به اشتراک گذاشت. زیرا برخی از حسابهای مشتریان با ایمیل یکسان در چندین وب‌سایت وجود دارد و نمی‌تواند ادغام شود."
"Change Account Password","تغییر رمز حساب"
"Change Billing Address","تغییر نشانی صدور صورتحساب"
"Change Password","تغییر گذرواژه"
"Change Shipping Address","تغییر نشانی ارسال"
"City","شهر"
"Company","شرکت"
"Config","Config"
"Configure","Configure"
"Confirm New Password","تایید گذرواژه جدید"
"Confirm Password","تایید گذرواژه"
"Confirmation Link Email","ایمیل پیوند تایید"
"Confirmed","Confirmed"
"Contact Information","اطلاعات تماس"
"Continue Shopping","ادامه خرید"
"Country","کشور"
"Create","ساختن"
"Create New Account Options","گزینه‌های ساختن حساب جدید"
"Create New Customer Account","ایجاد حساب جدید مشتری"
"Create Order","ایجاد سفارش"
"Create an Account","ساختن حساب"
"Create customer","ایجاد مشتری"
"Create customer address","ایجاد نشانی مشتری"
"Current Password","گذرواژه کنونی"
"Customer","مشتری"
"Customer API","Customer API"
"Customer Account Edit Form","Customer Account Edit Form"
"Customer Account Login Form","Customer Account Login Form"
"Customer Account Logout Success","Customer Account Logout Success"
"Customer Account Registration Form","Customer Account Registration Form"
"Customer Addresses","نشانی‌های مشتری"
"Customer Configuration","پیکربندی مشتری"
"Customer Forgot Password Form","Customer Forgot Password Form"
"Customer Group","گروه مشتری"
"Customer Groups","گروه‌های مشتریان"
"Customer Information","مشخصات مشتری"
"Customer Login","ورود مشتری"
"Customer My Account (All Pages)","Customer My Account (All Pages)"
"Customer My Account Address Book","Customer My Account Address Book"
"Customer My Account Address Edit Form","Customer My Account Address Edit Form"
"Customer My Account Dashboard","Customer My Account Dashboard"
"Customer Since","مشتری از تاریخ"
"Customer View","نمای مشتری"
"Customer collection expected.","Customer collection expected"
"Customer email is required.","Customer email is required."
"Customer website ID must be specified when using the website scope.","Customer website ID must be specified when using the website scope."
"Customer will stay on the current page if ""No"" is selected.","Customer will stay on the current page if ""No"" is selected."
"Customers","مشتریان"
"Customers Only","فقط مشتریان"
"Customers Section","بخش مشتریان"
"DD","DD"
"Date","تاریخ"
"Date Added","تاریخ افزودن"
"Date of Birth","تاریخ تولد"
"Day","روز"
"Days in Wishlist","روزهای در آرزو"
"Default Addresses","نشانی های پیش فرض"
"Default Billing Address","نشانی پیش فرض صدور صورتحساب"
"Default Email Domain","دامنه ایمیل پیش‌ فرض"
"Default Group","گروه پیش‌ فرض"
"Default Shipping Address","نشانی ارسال پیش فرض"
"Default Welcome Email","ایمیل پیش‌فرض خوش‌آمدگویی"
"Delete","حذف"
"Delete Address","حذف نشانی"
"Delete Customer","حذف مشتری"
"Delete Customer Group","حذف گروه مشتریان"
"Delete customer","حذف مشتری"
"Delete customer address","حذف نشانی مشتری"
"Deleted Stores","فروشگاه‌های حذف شده"
"Details","جزئیات"
"Disabled","غیرفعال"
"Edit","ویرایش"
"Edit Account Info","ویرایش اطلاعات حساب"
"Edit Account Information","ویرایش اطلاعات حساب"
"Edit Address","ویرایش نشانی"
"Edit Address Entry","ویرایش آدرس ورود"
"Edit Customer Group ""%s""","ویرایش گروه مشتریان «%s»"
"Edit Customer Groups","ویرایش گروه‌های مشتریان"
"Edit Customer's Address","ویرایش نشانی مشتری"
"Edit Group","ویرایش گروه"
"Edit Newsletters","ویرایش خبرنامه ها"
"Email","ایمیل"
"Email Address","نشانی ایمیل"
"Email Sender","فرستنده ایمیل"
"Email:","Email:"
"Entity collection is expected.","Entity collection is expected."
"Excel XML","Excel XML"
"Failed to confirm customer account.","تایید حساب مشتری انجام نشد."
"Fax","نمابر"
"First Name","نام"
"Forgot Email Template","قالب ایمیل فراموشی"
"Forgot Password","Forgot Password"
"Forgot Your Password","Forgot Your Password"
"Forgot Your Password?","کلمه عبور خود را فراموش کرده اید؟"
"Forgot and Remind Email Sender","Forgot and Remind Email Sender"
"Form Fields Before","Form Fields Before"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","از پیشخوان حساب خود می‌توانید نمایی گذرا به فعالیتهای اخیر حسابتان داشته باشید و اطلاعات حسابتان را بروز کنید. برای نمایش یا ویرایش اطلاعات، یکی از پیوندهای زیر را برگزینید."
"Gender","Gender"
"General Subscription","اشتراک عادی"
"Generate Human-Friendly Customer ID","Generate Human-Friendly Customer ID"
"Global","Global"
"Grand Total","جمع کل"
"Group","گروه"
"Group Information","مشخصات گروه"
"Group Name","نام گروه"
"Guest","مهمان"
"HTML","HTML"
"Hello, %s!","سلام، %s!"
"ID","ID"
"IP Address","نشانی IP"
"If there is an account associated with %s you will receive an email with a link to reset your password.","If there is an account associated with %s you will receive an email with a link to reset your password."
"If you have an account with us, please log in.","اگر عضو هستید، لطفاً وارد شوید."
"Invalid attribute option specified for attribute %s (%s), skipping the record","Invalid attribute option specified for attribute %s (%s), skipping the record"
"Invalid attribute set specified, skipping the record.","Invalid attribute set specified, skipping the record"
"Invalid current password","رمز کنونی شما اشتباه است"
"Invalid customer data","اطلاعات مشتری نادرست است"
"Invalid email address.","نشانی ایمیل نادرست است"
"Invalid login or password.","اطلاعات ورود اشتباه است."
"Invalid password reset token.","Invalid password reset token."
"Invalid store specified, skipping the record","Invalid store specified, skipping the record"
"Last Activity","آخرین فعالیت"
"Last Date Subscribed","Last Date Subscribed"
"Last Date Unsubscribed","Last Date Unsubscribed"
"Last Name","نام خانوادگی"
"Last URL","آخرین URL"
"Leave empty for default (15 minutes).","برای مقدار پیشفرض (۱۵ دقیقه) خالی بگذارید"
"Leave empty for default (2). Valid range: 1-4","برای مقدار پیشفرض (۲) خالی بگذارید. محدوده معتبر: ۱-۴"
"Lifetime Sales","فروش کل"
"Log In","ورود اعضاء"
"Log Out","خروج"
"Login","ورود"
"Login Information","اطلاعات ورود"
"Login Options","Login Options"
"Login and password are required.","نام ورود و کلمه عبور مورد نیاز است"
"Login or Create an Account","وارد شوید یا یک حساب بسازید"
"MM","MM"
"Manage Addresses","مدیریت نشانی‌ها"
"Manage Customers","مدیریت مشتریان"
"Missing email, skipping the record.","Missing email, skipping the record"
"Missing firstname, skipping the record.","Missing firstname, skipping the record"
"Missing lastname, skipping the record.","Missing lastname, skipping the record"
"Month","ماه"
"My Account","حساب من"
"My Account Wrapper","My Account Wrapper"
"My Dashboard","پیشخوان"
"My Orders","سفارش های من"
"Name","نام"
"Name and Address Options","گزینه‌های نام و نشانی"
"Never","هرگز"
"New Address","نشانی جدید"
"New Address Entry","نشانی جدید ورودی"
"New Customer","مشتری جدید"
"New Customer Address","نشانی مشتری جدید"
"New Customer Group","گروه مشتریان جدید"
"New Customer Groups","گروه‌های مشتریان جدید"
"New Customers","مشتریان جدید"
"New Group","گروه جدید"
"New Password","رمز عبور جدید"
"New account","حساب جدید"
"New account confirmation key","کلید تایید حساب جدید"
"New account confirmed","حساب جدید تایید شد"
"New password field cannot be empty.","New password field cannot be empty."
"Newsletter","خبرنامه"
"Newsletter Finish","پایان خبرنامه"
"Newsletter Information","اطلاعات خبرنامه"
"Newsletter Received","دریافت خبرنامه"
"Newsletter Start","شروع خبرنامه"
"Newsletter Subscription","اشتراک خبرنامه"
"Newsletters","خبرنامه"
"No Items Found","هیچ موردی پیدا نشد"
"No Newsletter Found","هیچ خبرنامه‌های پیدا نشد"
"No customer collections found","No customer collections found"
"No item specified.","هیچ موردی مشخص نشده است."
"Not Sent","ارسال نشده"
"Not confirmed, can login","تایید نشده، میتوان وارد شد"
"Not confirmed, cannot login","تایید نشده، نمی‌توان وارد شد"
"Number of Lines in a Street Address ","تعداد خطوط در یک نشانی خیابان"
"Offline","آفلاین"
"Online","آنلاین"
"Online Customers","مشتریان آنلاین"
"Online Customers Options","گزینه‌های مشتریان آنلاین"
"Online Minutes Interval","فاصله زمانی آنلاین (دقیقه)"
"Order #","سفارش #"
"Order Total","مجموع سفارشات"
"Orders","سفارش‌ها"
"PDF","PDF"
"Password","کلمه عبور"
"Password Management","مدیریت کلمه عبور"
"Password Options","گزینه‌های کلمه عبور"
"Password forgotten","کلمه عبور فراموش شده"
"Password:","Password:"
"Paused","متوقف"
"Pending","در حال انتظار"
"Per Website","در هر وب‌سایت"
"Personal Information","اطلاعات شخصی"
"Please enter your email address below. You will receive a link to reset your password.","لطفا نشانی ایمیل خود را وارد کنید تا گذرواژه جدیدی برای شما ارسال کنیم."
"Please enter your email below and we'll send you confirmation link for it.","لطفا ایمیل خود را در زیر وارد کنید و ما پیوند تایید را برای شما ارسال خواهیم کرد."
"Please enter your email.","لطفا ایمیل خود را وارد کنید."
"Please select","لطفا انتخاب کنید"
"Please select region, state or province","لطفاً منطقه، ایالت یا استان خود را انتخاب نمایید"
"Please, check your email for confirmation key.","لطفا ایمیل خود را برای پیوند تایید بررسی نمایید."
"Prefix Dropdown Options","گزینه‌های فهرست پیشوندها"
"Price","قیمت"
"Product","کالا"
"Product ID","شناسه کالا"
"Product Name","نام کالا"
"Product Reviews","نقدهای کالا"
"Product Tags","برچسب های محصول"
"Purchase On","خریداری شده در"
"Purchased At","خریداری شده در"
"Qty","تعداد"
"Recent Orders","سفارشات اخیر"
"Records for %s store found.","Records for %s store found."
"Recovery Link Expiration Period (days)","Recovery Link Expiration Period (days)"
"Redirect Customer to Account Dashboard after Logging in","Redirect Customer to Account Dashboard after Logging in"
"Refunded","Refunded"
"Registered Customers","مشتریان قدیمی"
"Remind Email Template","Remind Email Template"
"Remind Password","Remind Password"
"Remove","حذف"
"Require Emails Confirmation","Require Emails Confirmation"
"Reset a Password","Reset a Password"
"Retrieve address data","Retrieve address data"
"Retrieve address info","Retrieve address info"
"Retrieve customer addresses","Retrieve customer addresses"
"Retrieve customer data","Retrieve customer data"
"Retrieve customer groups","Retrieve customer groups"
"Retrieve customer info","Retrieve customer info"
"Retrieve customers","Retrieve customers"
"Retrieve your confirmation link here","لینک تایید خود را در اینجا بازیابی کنید"
"Retrieve your password here","رمز خود را در اینجا بازیابی کنید"
"SKU","SKU"
"Sales Statistics","Sales Statistics"
"Save","ذخیره"
"Save Address","ذخیره نشانی"
"Save Customer","Save Customer"
"Save Customer Group","Save Customer Group"
"Save Password","ذخیره رمز عبور"
"Save and Continue Edit","Save and Continue Edit"
"Saved %d record(s)","Saved %d record(s)"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field."
"Send From","Send From"
"Send Welcome Email","Send Welcome Email"
"Send Welcome Email after Confirmation","Send Welcome Email after Confirmation"
"Send auto-generated password","Send auto-generated password"
"Send confirmation link","فرستادن لینک تایید"
"Sending","Sending"
"Sent","Sent"
"Session Start Time","Session Start Time"
"Set as Default Billing Address","Set as Default Billing Address"
"Set as Default Shipping Address","Set as Default Shipping Address"
"Share Customer Accounts","Share Customer Accounts"
"Shipped to First Name","Shipped to First Name"
"Shipped to Last Name","Shipped to Last Name"
"Shipped to Name","Shipped to Name"
"Shopping Cart","سبد خرید"
"Shopping Cart - %d item(s)","Shopping Cart - %d item(s)"
"Show Date of Birth","Show Date of Birth"
"Show Gender","Show Gender"
"Show Middle Name (initial)","Show Middle Name (initial)"
"Show Prefix","Show Prefix"
"Show Suffix","Show Suffix"
"Show Tax/VAT Number","Show Tax/VAT Number"
"Sign Up for Newsletter","عضویت در خبرنامه"
"Skipping import row, required field ""%s"" is not defined.","Skipping import row, required field ""%s"" is not defined."
"Skipping import row, website ""%s"" field does not exist.","Skipping import row, website ""%s"" field does not exist."
"State/Province","استان/ایالت"
"Status","وضعیت"
"Store","Store"
"Store View","Store View"
"Street Address","خیابان/کوچه/شماره"
"Street Address ","Street Address "
"Street Address %s","Street Address %s"
"Subject","Subject"
"Submit","ارسال"
"Subscribe to Newsletter","Subscribe to Newsletter"
"Subscribed to Newsletter?","Subscribed to Newsletter?"
"Suffix Dropdown Options","Suffix Dropdown Options"
"Tag Name","Tag Name"
"Tax Class","Tax Class"
"Tax/VAT number","Tax/VAT number"
"Telephone","تلفن"
"Text","Text"
"Text One Line","Text One Line"
"Thank you for registering with %s.","از عضویت شما در %s سپاسگزاریم."
"The account information has been saved.","The account information has been saved."
"The address does not belong to this customer.","آدرس متعلق به این کاربر نمی باشد"
"The address has been deleted.","آدرس حذف شد"
"The address has been saved.","آدرس ذخیره شد"
"The customer does not have default billing address.","The customer does not have default billing address."
"The customer group has been deleted.","The customer group has been deleted."
"The customer group has been saved.","The customer group has been saved."
"The group ""%s"" cannot be deleted.","The group ""%s"" cannot be deleted."
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","The password must have at least 6 characters. Leading or trailing spaces will be ignored."
"The suffix that goes after name (Jr., Sr., etc.)","The suffix that goes after name (Jr., Sr., etc.)"
"The title that goes before name (Mr., Mrs., etc.)","The title that goes before name (Mr., Mrs., etc.)"
"There are no items in customer's wishlist at the moment","There are no items in customer's wishlist at the moment"
"There are no items in customer\'s shopping cart at the moment","There are no items in customer\'s shopping cart at the moment"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account."
"This account is not confirmed.","This account is not confirmed."
"This account is not confirmed. <a href=""%s"">Click here</a> to resend confirmation email.","حساب کاربری شما تایید نشده است. <a href=""%s"">اینجا</a> را برای دریافت ایمیل تایید کلیک کنید"
"This customer email already exists.","This customer email already exists."
"This customer has no saved addresses.","This customer has no saved addresses."
"This email does not require confirmation.","This email does not require confirmation."
"This email will be sent instead of default welcome email, after account confirmation.","This email will be sent instead of default welcome email, after account confirmation."
"This is My Default %s Address","این نشانی %s اصلی من است"
"To Cart","به سبد"
"Total","جمع"
"Type","Type"
"Unknown","Unknown"
"Unsubscribe from Newsletter","Unsubscribe from Newsletter"
"Update","بروز رسانی"
"Update customer address data","Update customer address data"
"Update customer data","Update customer data"
"Use as My Default %s Address","%s به عنوان آدرس اصلی استفاده شود"
"Use as My Default Billing Address","Use as My Default Billing Address"
"Use as My Default Shipping Address","Use as My Default Shipping Address"
"Use as my default billing address","از نشانی پیش فرض <strong>صدور صورتحساب</strong> استفاده شود"
"Use as my default shipping address","از نشانی پیش فرض <strong>ارسال</strong> من استفاده شود"
"View","View"
"View Order","نمایش سفارش"
"Visitor","Visitor"
"Visitors Only","Visitors Only"
"Website","Website"
"Welcome Email","Welcome Email"
"Wishlist","فهرست علاقمندیها"
"Wishlist - %d item(s)","Wishlist - %d item(s)"
"Wrong confirmation key.","Wrong confirmation key."
"Wrong customer account specified.","Wrong customer account specified."
"Wrong email.","Wrong email."
"Wrong transactional account email type.","Wrong transactional account email type."
"YYYY","YYYY"
"Year","سال"
"You are currently not subscribed to any newsletter.","شما هم اکنون مشترک هیچ خبرنامه‌ای نیستید."
"You are currently not subscribed to our newsletter.","شما در حال حاضر مشترک خبرنامه ما نیستید"
"You are currently subscribed to 'General Subscription'.","شما هم اکنون مشترک اشتراک عمومی ما هستید"
"You are currently subscribed to our newsletter.","شما هم اکنون مشترک خبرنامه ما شدید"
"You are now logged out","شما هم اکنون خارج شدید"
"You have logged out and will be redirected to our homepage in 5 seconds.","شما با موفقیت خارج شدید و تا 5 ثانیه دیگر به صفحه اصلی باز می گردید"
"You have no additional address entries in your address book.","شما نشانی ورودی اضافه ای در دفترچه آدرس خود ندارید"
"You have no additional entries in your address book.","شما ورودی اضافه ای در دفترچه آدرس خود ندارید"
"You have no default billing address in your address book.","شما هیچ نشانی پیش فرض صدور صورتحساب در دفترچه آدرس خود ندارید."
"You have no default entries in your address book.","شما نشانی ارسال در دفترچه آدرس خود ندارید"
"You have no default shipping address in your address book.","شما نشانی ورودی اصلی در دفترچه آدرس خود ندارید"
"You have not set a default billing address.","شما هیچ نشانی‌ اصلی برای پرداخت کننده صورتحساب انتخاب نکرده‌اید."
"You have not set a default shipping address.","شما هیچ نشانی اصلی برای تحویل گیرنده کالا انتخاب نکرده‌اید."
"You have placed no orders yet.","شما هنوز سفارشی قرار ندادداید"
"You have placed no products yet.","شما هنوز محصولی را وارد نکرده اید."
"Your account balance is: %s","تراز حساب شما برابر : <strong>%s</strong>"
"Your password has been updated.","Your password has been updated."
"Your password reset link has expired.","Your password reset link has expired."
"ZIP","ZIP"
"ZIP/Post Code","ZIP/Post Code"
"Zip/Postal Code","کد پستی"
"n/a","n/a"
"or","or"
"Card Number","شماره بن کارت"
